x_h,y_h,x_s,y_s,source,bc,E,RMSE,DeltaT_max,CR,t_s,N_sw,U_spatial,J_Balanced,J_Comfort,J_Energy
3.5,0.5,1.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,2.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,3.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,4.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
4.5,0.5,0.5,0.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,1.5,0.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,2.5,0.5,point,RNNN,28.4375,49.0380465200274,685.978750929655,0.08298828124999999,120.0,1,45.372886654173456,0.6438938460629345,0.6957874306673656,0.6018576430085751
4.5,0.5,3.5,0.5,point,RNNN,7.1875,15.234366664708524,486.86163062036076,0.10021484375000002,120.0,1,13.641316094806053,0.4543690818977706,0.5120579667674517,0.3912530449036773
4.5,0.5,4.5,0.5,point,RNNN,0.9375,5.377650517241241,247.85372631721685,0.05221354166666667,120.0,3,1.9953200835161804,0.42679557436539484,0.4621604063595667,0.3647905266946472
4.5,0.5,0.5,1.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,1.5,1.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,2.5,1.5,point,RNNN,35.3125,57.757035305559945,726.3895100811318,0.08180989583333334,120.0,1,53.191512627440325,0.693950346479755,0.7424166238532888,0.6616070995677238
4.5,0.5,3.5,1.5,point,RNNN,14.6875,28.225632928351143,576.7022318027979,0.09009114583333333,120.0,1,26.068512848245113,0.5282824691049238,0.5852140102227521,0.47068669217014114
4.5,0.5,4.5,1.5,point,RNNN,7.1875,15.234366664708524,486.86163062036076,0.10021484375000002,120.0,1,13.641316094806053,0.4543690818977706,0.5120579667674517,0.3912530449036773
4.5,0.5,0.5,2.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,1.5,2.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,2.5,2.5,point,RNNN,54.0625,74.03570407863269,808.7253857879315,0.081484375,120.0,1,66.82990191117591,0.8030586243616731,0.8404861103026577,0.803309238446278
4.5,0.5,3.5,2.5,point,RNNN,34.0625,56.263574022271456,719.5577410448952,0.08194010416666668,120.0,1,51.868927723376714,0.6852210211696795,0.734343267430969,0.651027918431228
4.5,0.5,4.5,2.5,point,RNNN,25.3125,44.68596789219863,665.0125475460709,0.08395182291666667,120.0,1,41.397380878432735,0.6194860909476134,0.6727719666386734,0.5734411891483334
4.5,0.5,0.5,3.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,1.5,3.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,2.5,3.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,3.5,3.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,4.5,3.5,point,RNNN,53.4375,73.72598685852375,806.4665899919983,0.081484375,120.0,1,66.59295526516016,0.8001977343242237,0.8380206824369633,0.7991956748809499
4.5,0.5,0.5,4.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,1.5,4.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,2.5,4.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,3.5,4.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
4.5,0.5,4.5,4.5,point,RNNN,60.0,75.62234056128656,827.9031663198757,0.081484375,120.0,0,68.00733462795343,0.8008203677237969,0.842697705029846,0.813905359256618
0.5,1.5,0.5,0.5,point,RNNN,7.1875,14.870120223587556,485.4078288816464,0.13629557291666666,118.75,1,13.237292582407125,0.446067745321017,0.5018719025902016,0.38505336668247303
0.5,1.5,1.5,0.5,point,RNNN,15.3125,28.571673044684744,571.5129167933345,0.11778320312499999,120.0,1,25.97337026660289,0.5258575234052499,0.5805956029747936,0.4712907868963824
0.5,1.5,2.5,0.5,point,RNNN,37.8125,58.81489139781627,700.7888332230989,0.105849609375,120.0,1,52.89174883185824,0.695481690885349,0.7392417210704234,0.6713813406342495
0.5,1.5,3.5,0.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,4.5,0.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,0.5,1.5,point,RNNN,0.9375,5.328949600307838,247.9256944688753,0.06368489583333334,120.0,3,2.0929686503374945,0.4249418330147323,0.4597370917877158,0.3635353629025925
0.5,1.5,1.5,1.5,point,RNNN,7.1875,14.870120223587556,485.4078288816464,0.13629557291666666,118.75,1,13.237292582407125,0.446067745321017,0.5018719025902016,0.38505336668247303
0.5,1.5,2.5,1.5,point,RNNN,29.0625,48.51340622298382,659.927415966928,0.10730143229166668,120.0,1,43.95201411146065,0.6359092745951211,0.6846204270161987,0.5984096253743326
0.5,1.5,3.5,1.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,4.5,1.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,0.5,2.5,point,RNNN,7.1875,14.870120223587556,485.4078288816464,0.13629557291666666,118.75,1,13.237292582407125,0.446067745321017,0.5018719025902016,0.38505336668247303
0.5,1.5,1.5,2.5,point,RNNN,14.6875,27.563891131357547,566.2896090565749,0.118681640625,120.0,1,25.04883690080573,0.5202895465975262,0.5752136255583551,0.4650953390270228
0.5,1.5,2.5,2.5,point,RNNN,35.9375,56.77859142691041,692.679924473644,0.10602539062500001,120.0,1,51.15239498338842,0.6833539061930702,0.7282175741789392,0.6562376577601087
0.5,1.5,3.5,2.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,4.5,2.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,0.5,3.5,point,RNNN,25.9375,44.36649801187806,643.099572817156,0.108623046875,120.0,1,40.27187148783107,0.6127478463379435,0.6630630798403295,0.5709055170027338
0.5,1.5,1.5,3.5,point,RNNN,34.6875,55.36744245909037,687.0961051306153,0.10623372395833333,120.0,1,49.93805985335366,0.6750657687844575,0.7206507650331158,0.6459852831947693
0.5,1.5,2.5,3.5,point,RNNN,55.3125,72.1450980716346,764.7270485278578,0.10568033854166667,120.0,1,63.702792297122215,0.7895981891665395,0.8223321468157427,0.7977516349402171
0.5,1.5,3.5,3.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,4.5,3.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,0.5,4.5,point,RNNN,52.8125,71.01273033627238,756.6430787398313,0.10568033854166667,120.0,1,62.84607398877972,0.778630155468621,0.8129987575150817,0.7816566835563126
0.5,1.5,1.5,4.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
0.5,1.5,2.5,4.5,point,RNNN,60.0,73.12400391384755,778.2130700799752,0.10568033854166667,120.0,0,64.42133672435149,0.7814774927141378,0.8193870556259718,0.8000181690065767
